DriverNumber,BroadcastName,Abbreviation,TeamName,Position,GridPosition,Points,Status,Year,RoundNumber,EventName,QualifyingPosition,QDelta
16,C LECLERC,LEC,Ferrari,3.0,1.0,15.0,Finished,2023,19,Mexico City Grand Prix,1.0,0.0
55,C SAINZ,SAI,Ferrari,4.0,2.0,12.0,Finished,2023,19,Mexico City Grand Prix,2.0,0.0008682580411062
4,L NORRIS,NOR,McLaren,5.0,17.0,10.0,Finished,2023,19,Mexico City Grand Prix,19.0,0.0568644221548351
63,G RUSSELL,RUS,Mercedes,6.0,8.0,8.0,Finished,2023,19,Mexico City Grand Prix,8.0,0.0065702511468782
3,D RICCIARDO,RIC,AlphaTauri,7.0,4.0,6.0,Finished,2023,19,Mexico City Grand Prix,4.0,0.0027991602519245
81,O PIASTRI,PIA,McLaren,8.0,7.0,4.0,Finished,2023,19,Mexico City Grand Prix,7.0,0.0059222973848587
23,A ALBON,ALB,Williams,9.0,14.0,2.0,Finished,2023,19,Mexico City Grand Prix,14.0,0.0215379830495296
31,E OCON,OCO,Alpine,10.0,15.0,1.0,Finished,2023,19,Mexico City Grand Prix,16.0,0.0248036700101081
10,P GASLY,GAS,Alpine,11.0,11.0,0.0,Finished,2023,19,Mexico City Grand Prix,11.0,0.0175595469507296
22,Y TSUNODA,TSU,AlphaTauri,12.0,18.0,0.0,Finished,2023,19,Mexico City Grand Prix,15.0,0.0223414457144338
27,N HULKENBERG,HUL,Haas F1 Team,13.0,12.0,0.0,Finished,2023,19,Mexico City Grand Prix,12.0,0.0175984241764508
24,G ZHOU,ZHO,Alfa Romeo,14.0,10.0,0.0,Finished,2023,19,Mexico City Grand Prix,10.0,0.0114558225125055
77,V BOTTAS,BOT,Alfa Romeo,15.0,9.0,0.0,Finished,2023,19,Mexico City Grand Prix,9.0,0.0110152139543323
2,L SARGEANT,SAR,Williams,16.0,19.0,0.0,Retired,2023,19,Mexico City Grand Prix,20.0,
18,L STROLL,STR,Aston Martin,17.0,0.0,0.0,Collision damage,2023,19,Mexico City Grand Prix,18.0,0.0267086540704456
14,F ALONSO,ALO,Aston Martin,18.0,13.0,0.0,Withdrew,2023,19,Mexico City Grand Prix,13.0,0.0203716662778944
20,K MAGNUSSEN,MAG,Haas F1 Team,19.0,16.0,0.0,Accident,2023,19,Mexico City Grand Prix,17.0,0.0258792732550605
11,S PEREZ,PER,Red Bull Racing,20.0,5.0,0.0,Collision damage,2023,19,Mexico City Grand Prix,5.0,0.0033304823367805
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,2023,20,São Paulo Grand Prix,1.0,0.0020136816098028
4,L NORRIS,NOR,McLaren,2.0,6.0,19.0,Finished,2023,20,São Paulo Grand Prix,7.0,0.0
14,F ALONSO,ALO,Aston Martin,3.0,4.0,15.0,Finished,2023,20,São Paulo Grand Prix,4.0,0.0030847888490594
11,S PEREZ,PER,Red Bull Racing,4.0,9.0,12.0,Finished,2023,20,São Paulo Grand Prix,9.0,0.0028277231116378
18,L STROLL,STR,Aston Martin,5.0,3.0,10.0,Finished,2023,20,São Paulo Grand Prix,3.0,0.005055626169292
55,C SAINZ,SAI,Ferrari,6.0,7.0,8.0,Finished,2023,20,São Paulo Grand Prix,8.0,0.0033275731566244
10,P GASLY,GAS,Alpine,7.0,15.0,6.0,Finished,2023,20,São Paulo Grand Prix,13.0,0.0077976607017893
44,L HAMILTON,HAM,Mercedes,8.0,5.0,4.0,Finished,2023,20,São Paulo Grand Prix,5.0,0.0034989503149055
22,Y TSUNODA,TSU,AlphaTauri,9.0,16.0,2.0,Finished,2023,20,São Paulo Grand Prix,16.0,0.0116536467631139
31,E OCON,OCO,Alpine,10.0,14.0,1.0,Lapped,2023,20,São Paulo Grand Prix,12.0,0.0077262535525056
2,L SARGEANT,SAR,Williams,11.0,19.0,0.0,Lapped,2023,20,São Paulo Grand Prix,19.0,0.0144813698747518
27,N HULKENBERG,HUL,Haas F1 Team,12.0,11.0,0.0,Lapped,2023,20,São Paulo Grand Prix,11.0,0.0064837691549677
3,D RICCIARDO,RIC,AlphaTauri,13.0,17.0,0.0,Lapped,2023,20,São Paulo Grand Prix,17.0,0.0117393353422545
81,O PIASTRI,PIA,McLaren,14.0,10.0,0.0,Lapped,2023,20,São Paulo Grand Prix,10.0,0.0044129618257379
63,G RUSSELL,RUS,Mercedes,15.0,8.0,0.0,Retired,2023,20,São Paulo Grand Prix,6.0,0.0042130218077434
77,V BOTTAS,BOT,Alfa Romeo,16.0,18.0,0.0,Retired,2023,20,São Paulo Grand Prix,18.0,0.0133388554862112
24,G ZHOU,ZHO,Alfa Romeo,17.0,20.0,0.0,Retired,2023,20,São Paulo Grand Prix,20.0,0.0179089130403736
20,K MAGNUSSEN,MAG,Haas F1 Team,18.0,12.0,0.0,Retired,2023,20,São Paulo Grand Prix,14.0,0.008297510746776
23,A ALBON,ALB,Williams,19.0,13.0,0.0,Retired,2023,20,São Paulo Grand Prix,15.0,0.0085688579140542
16,C LECLERC,LEC,Ferrari,20.0,2.0,0.0,Did not start,2023,20,São Paulo Grand Prix,2.0,0.0040273632196054
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,2.0,25.0,Finished,2023,21,Las Vegas Grand Prix,3.0,0.0040765265405603
16,C LECLERC,LEC,Ferrari,2.0,1.0,18.0,Finished,2023,21,Las Vegas Grand Prix,1.0,0.0
11,S PEREZ,PER,Red Bull Racing,3.0,11.0,15.0,Finished,2023,21,Las Vegas Grand Prix,12.0,0.0121756573129435
31,E OCON,OCO,Alpine,4.0,16.0,12.0,Finished,2023,21,Las Vegas Grand Prix,17.0,0.0227336453637599
18,L STROLL,STR,Aston Martin,5.0,19.0,10.0,Finished,2023,21,Las Vegas Grand Prix,14.0,0.0158855121540883
55,C SAINZ,SAI,Ferrari,6.0,12.0,8.0,Finished,2023,21,Las Vegas Grand Prix,2.0,0.0004745163168905
44,L HAMILTON,HAM,Mercedes,7.0,10.0,6.0,Finished,2023,21,Las Vegas Grand Prix,11.0,0.0119815370014883
63,G RUSSELL,RUS,Mercedes,8.0,3.0,4.0,Finished,2023,21,Las Vegas Grand Prix,4.0,0.0041628022345404
14,F ALONSO,ALO,Aston Martin,9.0,9.0,2.0,Finished,2023,21,Las Vegas Grand Prix,10.0,0.0089403187886893
81,O PIASTRI,PIA,McLaren,10.0,18.0,2.0,Finished,2023,21,Las Vegas Grand Prix,19.0,0.02290619675172
10,P GASLY,GAS,Alpine,11.0,4.0,0.0,Finished,2023,21,Las Vegas Grand Prix,5.0,0.0055324288764748
23,A ALBON,ALB,Williams,12.0,5.0,0.0,Finished,2023,21,Las Vegas Grand Prix,6.0,0.0064383236632659
20,K MAGNUSSEN,MAG,Haas F1 Team,13.0,8.0,0.0,Finished,2023,21,Las Vegas Grand Prix,9.0,0.008746198477234
3,D RICCIARDO,RIC,AlphaTauri,14.0,14.0,0.0,Finished,2023,21,Las Vegas Grand Prix,15.0,0.0170610184845675
24,G ZHOU,ZHO,Alfa Romeo,15.0,17.0,0.0,Finished,2023,21,Las Vegas Grand Prix,18.0,0.0228954122899726
2,L SARGEANT,SAR,Williams,16.0,6.0,0.0,Finished,2023,21,Las Vegas Grand Prix,7.0,0.0084873713952937
77,V BOTTAS,BOT,Alfa Romeo,17.0,7.0,0.0,Finished,2023,21,Las Vegas Grand Prix,8.0,0.0086167849362639
22,Y TSUNODA,TSU,AlphaTauri,18.0,20.0,0.0,Retired,2023,21,Las Vegas Grand Prix,20.0,0.0401289821625003
27,N HULKENBERG,HUL,Haas F1 Team,19.0,13.0,0.0,Retired,2023,21,Las Vegas Grand Prix,13.0,0.0135129305696352
4,L NORRIS,NOR,McLaren,20.0,15.0,0.0,Retired,2023,21,Las Vegas Grand Prix,16.0,0.0213208808748355
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,26.0,Finished,2023,22,Abu Dhabi Grand Prix,1.0,0.0
16,C LECLERC,LEC,Ferrari,2.0,2.0,18.0,Finished,2023,22,Abu Dhabi Grand Prix,2.0,0.0016657678710529
63,G RUSSELL,RUS,Mercedes,3.0,4.0,15.0,Finished,2023,22,Abu Dhabi Grand Prix,4.0,0.0041104919407993
11,S PEREZ,PER,Red Bull Racing,4.0,9.0,12.0,Finished,2023,22,Abu Dhabi Grand Prix,9.0,0.0080412247588232
4,L NORRIS,NOR,McLaren,5.0,5.0,10.0,Finished,2023,22,Abu Dhabi Grand Prix,5.0,0.0044460423033136
81,O PIASTRI,PIA,McLaren,6.0,3.0,8.0,Finished,2023,22,Abu Dhabi Grand Prix,3.0,0.0040385882916891
14,F ALONSO,ALO,Aston Martin,7.0,7.0,6.0,Finished,2023,22,Abu Dhabi Grand Prix,7.0,0.0076577386302356
22,Y TSUNODA,TSU,AlphaTauri,8.0,6.0,4.0,Finished,2023,22,Abu Dhabi Grand Prix,6.0,0.0062676014141052
44,L HAMILTON,HAM,Mercedes,9.0,11.0,2.0,Finished,2023,22,Abu Dhabi Grand Prix,11.0,0.0109533225477859
18,L STROLL,STR,Aston Martin,10.0,13.0,1.0,Finished,2023,22,Abu Dhabi Grand Prix,13.0,0.0115045838576308
3,D RICCIARDO,RIC,AlphaTauri,11.0,15.0,0.0,Finished,2023,22,Abu Dhabi Grand Prix,15.0,0.0119479896938102
31,E OCON,OCO,Alpine,12.0,12.0,0.0,Finished,2023,22,Abu Dhabi Grand Prix,12.0,0.0113368086763738
10,P GASLY,GAS,Alpine,13.0,10.0,0.0,Finished,2023,22,Abu Dhabi Grand Prix,10.0,0.0075858349811254
23,A ALBON,ALB,Williams,14.0,14.0,0.0,Finished,2023,22,Abu Dhabi Grand Prix,14.0,0.0102223021151657
27,N HULKENBERG,HUL,Haas F1 Team,15.0,8.0,0.0,Finished,2023,22,Abu Dhabi Grand Prix,8.0,0.0079453532266763
2,L SARGEANT,SAR,Williams,16.0,20.0,0.0,Finished,2023,22,Abu Dhabi Grand Prix,20.0,
24,G ZHOU,ZHO,Alfa Romeo,17.0,19.0,0.0,Finished,2023,22,Abu Dhabi Grand Prix,19.0,0.0205404757624784
55,C SAINZ,SAI,Ferrari,18.0,16.0,0.0,Retired,2023,22,Abu Dhabi Grand Prix,16.0,0.0154952363832465
77,V BOTTAS,BOT,Alfa Romeo,19.0,18.0,0.0,Lapped,2023,22,Abu Dhabi Grand Prix,18.0,0.0160944334591647
20,K MAGNUSSEN,MAG,Haas F1 Team,20.0,17.0,0.0,Lapped,2023,22,Abu Dhabi Grand Prix,17.0,0.0158068188627239
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,26.0,Finished,2024,1,Bahrain Grand Prix,1.0,0.0001570122806033
11,S PEREZ,PER,Red Bull Racing,2.0,5.0,18.0,Finished,2024,1,Bahrain Grand Prix,5.0,0.0041720405988896
55,C SAINZ,SAI,Ferrari,3.0,4.0,15.0,Finished,2024,1,Bahrain Grand Prix,4.0,0.0038355857118824
16,C LECLERC,LEC,Ferrari,4.0,2.0,12.0,Finished,2024,1,Bahrain Grand Prix,2.0,0.0
63,G RUSSELL,RUS,Mercedes,5.0,3.0,10.0,Finished,2024,1,Bahrain Grand Prix,3.0,0.003588852128077
4,L NORRIS,NOR,McLaren,6.0,7.0,8.0,Finished,2024,1,Bahrain Grand Prix,7.0,0.0050356081422082
44,L HAMILTON,HAM,Mercedes,7.0,9.0,6.0,Finished,2024,1,Bahrain Grand Prix,9.0,0.0061122637806312
81,O PIASTRI,PIA,McLaren,8.0,8.0,4.0,Finished,2024,1,Bahrain Grand Prix,8.0,0.0058094543823249
14,F ALONSO,ALO,Aston Martin,9.0,6.0,2.0,Finished,2024,1,Bahrain Grand Prix,6.0,0.0042281164133908
18,L STROLL,STR,Aston Martin,10.0,12.0,1.0,Finished,2024,1,Bahrain Grand Prix,12.0,0.0089721303201928
24,G ZHOU,ZHO,Kick Sauber,11.0,17.0,0.0,Lapped,2024,1,Bahrain Grand Prix,17.0,0.0178545393371838
20,K MAGNUSSEN,MAG,Haas F1 Team,12.0,15.0,0.0,Lapped,2024,1,Bahrain Grand Prix,15.0,0.0152974821959287
3,D RICCIARDO,RIC,RB,13.0,14.0,0.0,Lapped,2024,1,Bahrain Grand Prix,14.0,0.0124824763079683
22,Y TSUNODA,TSU,RB,14.0,11.0,0.0,Lapped,2024,1,Bahrain Grand Prix,11.0,0.0108114170358324
23,A ALBON,ALB,Williams,15.0,13.0,0.0,Lapped,2024,1,Bahrain Grand Prix,13.0,0.0118432120226546
27,N HULKENBERG,HUL,Haas F1 Team,16.0,10.0,0.0,Lapped,2024,1,Bahrain Grand Prix,10.0,0.0076936017495653
31,E OCON,OCO,Alpine,17.0,19.0,0.0,Lapped,2024,1,Bahrain Grand Prix,19.0,0.0182582852015925
10,P GASLY,GAS,Alpine,18.0,20.0,0.0,Lapped,2024,1,Bahrain Grand Prix,20.0,0.0199966354511297
77,V BOTTAS,BOT,Kick Sauber,19.0,16.0,0.0,Lapped,2024,1,Bahrain Grand Prix,16.0,0.0178433241742835
2,L SARGEANT,SAR,Williams,20.0,18.0,0.0,Lapped,2024,1,Bahrain Grand Prix,18.0,0.0180003364548868
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,2024,2,Saudi Arabian Grand Prix,1.0,0.0
11,S PEREZ,PER,Red Bull Racing,2.0,3.0,18.0,Finished,2024,2,Saudi Arabian Grand Prix,3.0,0.0038297969635998
16,C LECLERC,LEC,Ferrari,3.0,2.0,16.0,Finished,2024,2,Saudi Arabian Grand Prix,2.0,0.0036468812877263
81,O PIASTRI,PIA,McLaren,4.0,5.0,12.0,Finished,2024,2,Saudi Arabian Grand Prix,5.0,0.0070536857508689
14,F ALONSO,ALO,Aston Martin,5.0,4.0,10.0,Finished,2024,2,Saudi Arabian Grand Prix,4.0,0.0042756539235413
63,G RUSSELL,RUS,Mercedes,6.0,7.0,8.0,Finished,2024,2,Saudi Arabian Grand Prix,7.0,0.0096488019023231
38,O BEARMAN,BEA,Ferrari,7.0,11.0,6.0,Finished,2024,2,Saudi Arabian Grand Prix,11.0,0.013375708798244
4,L NORRIS,NOR,McLaren,8.0,6.0,4.0,Finished,2024,2,Saudi Arabian Grand Prix,6.0,0.0075452716297787
44,L HAMILTON,HAM,Mercedes,9.0,8.0,2.0,Finished,2024,2,Saudi Arabian Grand Prix,8.0,0.0112950429851838
27,N HULKENBERG,HUL,Haas F1 Team,10.0,15.0,1.0,Finished,2024,2,Saudi Arabian Grand Prix,15.0,0.0180972196817268
23,A ALBON,ALB,Williams,11.0,12.0,0.0,Finished,2024,2,Saudi Arabian Grand Prix,12.0,0.0172398024510701
20,K MAGNUSSEN,MAG,Haas F1 Team,12.0,13.0,0.0,Finished,2024,2,Saudi Arabian Grand Prix,13.0,0.0176970916407536
31,E OCON,OCO,Alpine,13.0,17.0,0.0,Lapped,2024,2,Saudi Arabian Grand Prix,17.0,0.022898756173404
2,L SARGEANT,SAR,Williams,14.0,19.0,0.0,Lapped,2024,2,Saudi Arabian Grand Prix,19.0,0.0234817998902506
22,Y TSUNODA,TSU,RB,15.0,9.0,0.0,Lapped,2024,2,Saudi Arabian Grand Prix,9.0,0.0122896469727455
3,D RICCIARDO,RIC,RB,16.0,14.0,0.0,Lapped,2024,2,Saudi Arabian Grand Prix,14.0,0.0177542527894641
77,V BOTTAS,BOT,Kick Sauber,17.0,16.0,0.0,Lapped,2024,2,Saudi Arabian Grand Prix,16.0,0.0195148161697458
24,G ZHOU,ZHO,Kick Sauber,18.0,20.0,0.0,Lapped,2024,2,Saudi Arabian Grand Prix,20.0,
18,L STROLL,STR,Aston Martin,19.0,10.0,0.0,Retired,2024,2,Saudi Arabian Grand Prix,10.0,0.0088942747393452
10,P GASLY,GAS,Alpine,20.0,18.0,0.0,Retired,2024,2,Saudi Arabian Grand Prix,18.0,0.0229444850923724
55,C SAINZ,SAI,Ferrari,1.0,2.0,25.0,Finished,2024,3,Australian Grand Prix,2.0,0.0035566093657379
16,C LECLERC,LEC,Ferrari,2.0,4.0,19.0,Finished,2024,3,Australian Grand Prix,5.0,0.0051241520121187
4,L NORRIS,NOR,McLaren,3.0,3.0,15.0,Finished,2024,3,Australian Grand Prix,4.0,0.0052690509122043
81,O PIASTRI,PIA,McLaren,4.0,5.0,12.0,Finished,2024,3,Australian Grand Prix,6.0,0.0086544161232957
11,S PEREZ,PER,Red Bull Racing,5.0,6.0,10.0,Finished,2024,3,Australian Grand Prix,3.0,0.0047289731937034
18,L STROLL,STR,Aston Martin,6.0,9.0,8.0,Finished,2024,3,Australian Grand Prix,9.0,0.011394322597642
22,Y TSUNODA,TSU,RB,7.0,8.0,6.0,Finished,2024,3,Australian Grand Prix,8.0,0.011499703615886
14,F ALONSO,ALO,Aston Martin,8.0,10.0,4.0,Finished,2024,3,Australian Grand Prix,10.0,0.0104722386880061
27,N HULKENBERG,HUL,Haas F1 Team,9.0,16.0,2.0,Finished,2024,3,Australian Grand Prix,16.0,0.0271487848251332
20,K MAGNUSSEN,MAG,Haas F1 Team,10.0,14.0,1.0,Lapped,2024,3,Australian Grand Prix,14.0,0.0199170124481327
23,A ALBON,ALB,Williams,11.0,12.0,0.0,Lapped,2024,3,Australian Grand Prix,12.0,0.0160047421458208
3,D RICCIARDO,RIC,RB,12.0,18.0,0.0,Lapped,2024,3,Australian Grand Prix,18.0,0.0285846011987089
10,P GASLY,GAS,Alpine,13.0,17.0,0.0,Lapped,2024,3,Australian Grand Prix,17.0,0.0272278205888163
77,V BOTTAS,BOT,Kick Sauber,14.0,13.0,0.0,Lapped,2024,3,Australian Grand Prix,13.0,0.0187709938747282
24,G ZHOU,ZHO,Kick Sauber,15.0,19.0,0.0,Lapped,2024,3,Australian Grand Prix,19.0,0.0299413818086016
31,E OCON,OCO,Alpine,16.0,15.0,0.0,Lapped,2024,3,Australian Grand Prix,15.0,0.0224198116314298
63,G RUSSELL,RUS,Mercedes,17.0,7.0,0.0,Retired,2024,3,Australian Grand Prix,7.0,0.0106566554699334
44,L HAMILTON,HAM,Mercedes,18.0,11.0,0.0,Retired,2024,3,Australian Grand Prix,11.0,0.0137653955081339
1,M VERSTAPPEN,VER,Red Bull Racing,19.0,1.0,0.0,Retired,2024,3,Australian Grand Prix,1.0,0.0
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,26.0,Finished,2024,4,Japanese Grand Prix,1.0,0.0
11,S PEREZ,PER,Red Bull Racing,2.0,2.0,18.0,Finished,2024,4,Japanese Grand Prix,2.0,0.0007483247729514
55,C SAINZ,SAI,Ferrari,3.0,4.0,15.0,Finished,2024,4,Japanese Grand Prix,4.0,0.0054990532557796
16,C LECLERC,LEC,Ferrari,4.0,8.0,12.0,Finished,2024,4,Japanese Grand Prix,8.0,0.0066782316858849
4,L NORRIS,NOR,McLaren,5.0,3.0,10.0,Finished,2024,4,Japanese Grand Prix,3.0,0.0033107702076034
14,F ALONSO,ALO,Aston Martin,6.0,5.0,8.0,Finished,2024,4,Japanese Grand Prix,5.0,0.0055444062723222
63,G RUSSELL,RUS,Mercedes,7.0,9.0,6.0,Finished,2024,4,Japanese Grand Prix,9.0,0.0091953241039943
81,O PIASTRI,PIA,McLaren,8.0,6.0,4.0,Finished,2024,4,Japanese Grand Prix,6.0,0.0063834370783587
44,L HAMILTON,HAM,Mercedes,9.0,7.0,2.0,Finished,2024,4,Japanese Grand Prix,7.0,0.0064514666031724
22,Y TSUNODA,TSU,RB,10.0,10.0,1.0,Lapped,2024,4,Japanese Grand Prix,10.0,0.0137873170289238
27,N HULKENBERG,HUL,Haas F1 Team,11.0,12.0,0.0,Lapped,2024,4,Japanese Grand Prix,12.0,0.0147057156139097
18,L STROLL,STR,Aston Martin,12.0,16.0,0.0,Lapped,2024,4,Japanese Grand Prix,16.0,0.0207149903057926
20,K MAGNUSSEN,MAG,Haas F1 Team,13.0,18.0,0.0,Lapped,2024,4,Japanese Grand Prix,18.0,0.0219281834983049
77,V BOTTAS,BOT,Kick Sauber,14.0,13.0,0.0,Lapped,2024,4,Japanese Grand Prix,13.0,0.0158282027733369
31,E OCON,OCO,Alpine,15.0,15.0,0.0,Lapped,2024,4,Japanese Grand Prix,15.0,0.0182999421749039
10,P GASLY,GAS,Alpine,16.0,17.0,0.0,Lapped,2024,4,Japanese Grand Prix,17.0,0.0217921244486773
2,L SARGEANT,SAR,Williams,17.0,19.0,0.0,Lapped,2024,4,Japanese Grand Prix,19.0,0.0220188895313898
24,G ZHOU,ZHO,Kick Sauber,18.0,20.0,0.0,Retired,2024,4,Japanese Grand Prix,20.0,0.0220642425479324
3,D RICCIARDO,RIC,RB,19.0,11.0,0.0,Retired,2024,4,Japanese Grand Prix,11.0,0.0144562740229258
23,A ALBON,ALB,Williams,20.0,14.0,0.0,Retired,2024,4,Japanese Grand Prix,14.0,0.0172001315237479
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,2024,5,Chinese Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,4.0,18.0,Finished,2024,5,Chinese Grand Prix,4.0,0.0053918428357891
11,S PEREZ,PER,Red Bull Racing,3.0,2.0,15.0,Finished,2024,5,Chinese Grand Prix,2.0,0.0034379671150971
16,C LECLERC,LEC,Ferrari,4.0,6.0,12.0,Finished,2024,5,Chinese Grand Prix,6.0,0.0067157804825966
55,C SAINZ,SAI,Ferrari,5.0,7.0,10.0,Finished,2024,5,Chinese Grand Prix,7.0,0.0068011958146487
63,G RUSSELL,RUS,Mercedes,6.0,8.0,8.0,Finished,2024,5,Chinese Grand Prix,8.0,0.0082532564595345
14,F ALONSO,ALO,Aston Martin,7.0,3.0,7.0,Finished,2024,5,Chinese Grand Prix,3.0,0.0052103352551782
81,O PIASTRI,PIA,McLaren,8.0,5.0,4.0,Finished,2024,5,Chinese Grand Prix,5.0,0.0065449498184924
44,L HAMILTON,HAM,Mercedes,9.0,18.0,2.0,Finished,2024,5,Chinese Grand Prix,18.0,0.0204249412769591
27,N HULKENBERG,HUL,Haas F1 Team,10.0,9.0,1.0,Finished,2024,5,Chinese Grand Prix,9.0,0.0100790091821482
31,E OCON,OCO,Alpine,11.0,13.0,0.0,Finished,2024,5,Chinese Grand Prix,13.0,0.0166880204996797
23,A ALBON,ALB,Williams,12.0,14.0,0.0,Finished,2024,5,Chinese Grand Prix,14.0,0.0168802049967969
10,P GASLY,GAS,Alpine,13.0,15.0,0.0,Finished,2024,5,Chinese Grand Prix,15.0,0.0173713431560966
24,G ZHOU,ZHO,Kick Sauber,14.0,16.0,0.0,Finished,2024,5,Chinese Grand Prix,16.0,0.0196989109545163
18,L STROLL,STR,Aston Martin,15.0,11.0,0.0,Finished,2024,5,Chinese Grand Prix,11.0,0.0125774076446721
20,K MAGNUSSEN,MAG,Haas F1 Team,16.0,17.0,0.0,Finished,2024,5,Chinese Grand Prix,17.0,0.019816357036088
2,L SARGEANT,SAR,Williams,17.0,20.0,0.0,Finished,2024,5,Chinese Grand Prix,20.0,0.0288063207345719
3,D RICCIARDO,RIC,RB,18.0,12.0,0.0,Retired,2024,5,Chinese Grand Prix,12.0,0.0136023916292974
22,Y TSUNODA,TSU,RB,19.0,19.0,0.0,Retired,2024,5,Chinese Grand Prix,19.0,0.0222720478325859
77,V BOTTAS,BOT,Kick Sauber,20.0,10.0,0.0,Retired,2024,5,Chinese Grand Prix,10.0,0.0107303010890455
4,L NORRIS,NOR,McLaren,1.0,5.0,25.0,Finished,2024,6,Miami Grand Prix,5.0,0.0040462626517347
1,M VERSTAPPEN,VER,Red Bull Racing,2.0,1.0,18.0,Finished,2024,6,Miami Grand Prix,1.0,0.0
16,C LECLERC,LEC,Ferrari,3.0,2.0,15.0,Finished,2024,6,Miami Grand Prix,2.0,0.001616212560608
11,S PEREZ,PER,Red Bull Racing,4.0,4.0,12.0,Finished,2024,6,Miami Grand Prix,4.0,0.0025102875941357
55,C SAINZ,SAI,Ferrari,5.0,3.0,10.0,Finished,2024,6,Miami Grand Prix,3.0,0.0024529750919865
44,L HAMILTON,HAM,Mercedes,6.0,8.0,8.0,Finished,2024,6,Miami Grand Prix,8.0,0.0052269001960087
22,Y TSUNODA,TSU,RB,7.0,10.0,6.0,Finished,2024,6,Miami Grand Prix,10.0,0.0106142753980353
63,G RUSSELL,RUS,Mercedes,8.0,7.0,4.0,Finished,2024,6,Miami Grand Prix,7.0,0.0094680253550508
14,F ALONSO,ALO,Aston Martin,9.0,15.0,2.0,Finished,2024,6,Miami Grand Prix,15.0,0.0135945255097947
31,E OCON,OCO,Alpine,10.0,13.0,1.0,Finished,2024,6,Miami Grand Prix,13.0,0.0110957004160888
27,N HULKENBERG,HUL,Haas F1 Team,11.0,9.0,0.0,Finished,2024,6,Miami Grand Prix,9.0,0.0103735628890086
10,P GASLY,GAS,Alpine,12.0,12.0,0.0,Finished,2024,6,Miami Grand Prix,12.0,0.0084249378159351
81,O PIASTRI,PIA,McLaren,13.0,6.0,0.0,Finished,2024,6,Miami Grand Prix,6.0,0.0049747251865521
24,G ZHOU,ZHO,Kick Sauber,14.0,19.0,0.0,Finished,2024,6,Miami Grand Prix,20.0,0.0181451381804426
3,D RICCIARDO,RIC,RB,15.0,20.0,0.0,Finished,2024,6,Miami Grand Prix,18.0,0.015772400591465
77,V BOTTAS,BOT,Kick Sauber,16.0,16.0,0.0,Finished,2024,6,Miami Grand Prix,16.0,0.014007175525269
18,L STROLL,STR,Aston Martin,17.0,11.0,0.0,Finished,2024,6,Miami Grand Prix,11.0,0.0107289004023338
23,A ALBON,ALB,Williams,18.0,14.0,0.0,Finished,2024,6,Miami Grand Prix,14.0,0.0126316754736878
20,K MAGNUSSEN,MAG,Haas F1 Team,19.0,18.0,0.0,Finished,2024,6,Miami Grand Prix,19.0,0.0157953255923247
2,L SARGEANT,SAR,Williams,20.0,17.0,0.0,Retired,2024,6,Miami Grand Prix,17.0,0.0142822755355852
1,M VERSTAPPEN,VER,Red Bull Racing,1.0,1.0,25.0,Finished,2024,7,Emilia Romagna Grand Prix,1.0,0.0
4,L NORRIS,NOR,McLaren,2.0,2.0,18.0,Finished,2024,7,Emilia Romagna Grand Prix,3.0,0.0012174564525193
16,C LECLERC,LEC,Ferrari,3.0,3.0,15.0,Finished,2024,7,Emilia Romagna Grand Prix,4.0,0.0029968158831242
81,O PIASTRI,PIA,McLaren,4.0,5.0,12.0,Finished,2024,7,Emilia Romagna Grand Prix,2.0,0.0009900195328177
55,C SAINZ,SAI,Ferrari,5.0,4.0,10.0,Finished,2024,7,Emilia Romagna Grand Prix,5.0,0.0065153988173281
44,L HAMILTON,HAM,Mercedes,6.0,8.0,8.0,Finished,2024,7,Emilia Romagna Grand Prix,8.0,0.0101410108902149
63,G RUSSELL,RUS,Mercedes,7.0,6.0,7.0,Finished,2024,7,Emilia Romagna Grand Prix,6.0,0.0065287774596633
11,S PEREZ,PER,Red Bull Racing,8.0,11.0,4.0,Finished,2024,7,Emilia Romagna Grand Prix,11.0,0.0128434966419608
18,L STROLL,STR,Aston Martin,9.0,13.0,2.0,Finished,2024,7,Emilia Romagna Grand Prix,13.0,0.0166697883498783
22,Y TSUNODA,TSU,RB,10.0,7.0,1.0,Lapped,2024,7,Emilia Romagna Grand Prix,7.0,0.0081877291092501
27,N HULKENBERG,HUL,Haas F1 Team,11.0,10.0,0.0,Lapped,2024,7,Emilia Romagna Grand Prix,10.0,0.0110106226420143
20,K MAGNUSSEN,MAG,Haas F1 Team,12.0,18.0,0.0,Lapped,2024,7,Emilia Romagna Grand Prix,18.0,0.0282021780429722
3,D RICCIARDO,RIC,RB,13.0,9.0,0.0,Lapped,2024,7,Emilia Romagna Grand Prix,9.0,0.0124153800872289
